File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/164.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	Auto 2
Injection Number	27
Position	3
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Unknown
Status	Finished
Injection Date	3/10/2023
Injection Time	4:00:30 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000530
Time Max. (min)	8.022197
Data Points	9627
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.471615
Signal Max.	65,140.120443
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
6.294697	0.05	30.776823
6.295530	0.05	30.673177
6.296364	0.05	30.581901
6.297197	0.05	30.488021
6.298030	0.05	30.364323
6.298864	0.05	30.264323
6.299697	0.05	30.183333
6.300530	0.05	30.086589
6.301364	0.05	29.969531
6.302197	0.05	29.840755
6.303030	0.05	29.740234
6.303864	0.05	29.656250
6.304697	0.05	29.567318
6.305530	0.05	29.479948
6.306364	0.05	29.388932
6.307197	0.05	29.290625
6.308030	0.05	29.183073
6.308864	0.05	29.065234
6.309697	0.05	28.941016
6.310530	0.05	28.822266
6.311364	0.05	28.727865
6.312197	0.05	28.693490
6.313030	0.05	28.663151
6.313864	0.05	28.597266
6.314697	0.05	28.503646
6.315530	0.05	28.416406
6.316364	0.05	28.349089
6.317197	0.05	28.271224
6.318030	0.05	28.191536
6.318864	0.05	28.123307
6.319697	0.05	28.053125
6.320530	0.05	27.947135
6.321364	0.05	27.829818
6.322197	0.05	27.739453
6.323030	0.05	27.677214
6.323864	0.05	27.600651
6.324697	0.05	27.512500
6.325530	0.05	27.427083
6.326364	0.05	27.332292
6.327197	0.05	27.194010
6.328030	0.05	27.065755
6.328864	0.05	26.986979
6.329697	0.05	26.938802
6.330530	0.05	26.851042
6.331364	0.05	26.733073
6.332197	0.05	26.633854
6.333030	0.05	26.548698
6.333864	0.05	26.471615
6.334697	0.05	26.396224
6.335530	0.05	26.302214
6.336364	0.05	26.185677
6.337197	0.05	26.055078
6.338030	0.05	25.962500
6.338864	0.05	25.878125
6.339697	0.05	25.755469
6.340530	0.05	25.596224
6.341364	0.05	25.457813
6.342197	0.05	25.379557
6.343030	0.05	25.328906
6.343864	0.05	25.238932
6.344697	0.05	25.117057
6.345530	0.05	25.013021
6.346364	0.05	24.948958
6.347197	0.05	24.887370
6.348030	0.05	24.802995
6.348864	0.05	24.715365
6.349697	0.05	24.617839
6.350530	0.05	24.527995
6.351364	0.05	24.451693
6.352197	0.05	24.391797
6.353030	0.05	24.292708
6.353864	0.05	24.132292
6.354697	0.05	23.963672
6.355530	0.05	23.818229
6.356364	0.05	23.684375
6.357197	0.05	23.537630
6.358030	0.05	23.406250
6.358864	0.05	23.288151
6.359697	0.05	23.165625
6.360530	0.05	23.022005
6.361364	0.05	22.909245
6.362197	0.05	22.834505
6.363030	0.05	22.776563
6.363864	0.05	22.717318
6.364697	0.05	22.660286
6.365530	0.05	22.577604
6.366364	0.05	22.455990
6.367197	0.05	22.310286
6.368030	0.05	22.181380
6.368864	0.05	22.057161
6.369697	0.05	21.947917
6.370530	0.05	21.864193
6.371364	0.05	21.811198
6.372197	0.05	21.754948
6.373030	0.05	21.685938
6.373864	0.05	21.598828
6.374697	0.05	21.504557
6.375530	0.05	21.390234
6.376364	0.05	21.275130
6.377197	0.05	21.141536
6.378030	0.05	21.017448
6.378864	0.05	20.903516
6.379697	0.05	20.807161
6.380530	0.05	20.699479
6.381364	0.05	20.573698
6.382197	0.05	20.432292
6.383030	0.05	20.304818
6.383864	0.05	20.197005
6.384697	0.05	20.086458
6.385530	0.05	19.973307
6.386364	0.05	19.858203
6.387197	0.05	19.785417
6.388030	0.05	19.729688
6.388864	0.05	19.663021
6.389697	0.05	19.556771
6.390530	0.05	19.446615
6.391364	0.05	19.335547
6.392197	0.05	19.233073
6.393030	0.05	19.111068
6.393864	0.05	19.014714
6.394697	0.05	18.969531
6.395530	0.05	18.953125
6.396364	0.05	18.924219
6.397197	0.05	18.850391
6.398030	0.05	18.767578
6.398864	0.05	18.685807
6.399697	0.05	18.627734
6.400530	0.05	18.570313
6.401364	0.05	18.511849
6.402197	0.05	18.445964
6.403030	0.05	18.392057
6.403864	0.05	18.362240
6.404697	0.05	18.333854
6.405530	0.05	18.272917
6.406364	0.05	18.189193
6.407197	0.05	18.100130
6.408030	0.05	18.041927
6.408864	0.05	17.984375
6.409697	0.05	17.924609
6.410530	0.05	17.868229
6.411364	0.05	17.807422
6.412197	0.05	17.768750
6.413030	0.05	17.718880
6.413864	0.05	17.664583
6.414697	0.05	17.593750
6.415530	0.05	17.528125
6.416364	0.05	17.480599
6.417197	0.05	17.419922
6.418030	0.05	17.348958
6.418864	0.05	17.269922
6.419697	0.05	17.216667
6.420530	0.05	17.186068
6.421364	0.05	17.157682
6.422197	0.05	17.096094
6.423030	0.05	17.024219
6.423864	0.05	16.983333
6.424697	0.05	16.984896
6.425530	0.05	16.964323
6.426364	0.05	16.894010
6.427197	0.05	16.816146
6.428030	0.05	16.752083
6.428864	0.05	16.697396
6.429697	0.05	16.630599
6.430530	0.05	16.553125
6.431364	0.05	16.503776
6.432197	0.05	16.493359
6.433030	0.05	16.495443
6.433864	0.05	16.488411
6.434697	0.05	16.424349
6.435530	0.05	16.351953
6.436364	0.05	16.280859
6.437197	0.05	16.211328
6.438030	0.05	16.149349
6.438864	0.05	16.082292
6.439697	0.05	16.029427
6.440530	0.05	16.015365
6.441364	0.05	16.006771
6.442197	0.05	15.977995
6.443030	0.05	15.904427
6.443864	0.05	15.823958
6.444697	0.05	15.766667
6.445530	0.05	15.717188
6.446364	0.05	15.678906
6.447197	0.05	15.642188
6.448030	0.05	15.616276
6.448864	0.05	15.595443
6.449697	0.05	15.594401
6.450530	0.05	15.597266
6.451364	0.05	15.585807
6.452197	0.05	15.570052
6.453030	0.05	15.551172
6.453864	0.05	15.514583
6.454697	0.05	15.453906
6.455530	0.05	15.369792
6.456364	0.05	15.291667
6.457197	0.05	15.206901
6.458030	0.05	15.127214
6.458864	0.05	15.069792
6.459697	0.05	15.031250
6.460530	0.05	15.002865
6.461364	0.05	14.970443
6.462197	0.05	14.948828
6.463030	0.05	14.915625
6.463864	0.05	14.879948
6.464697	0.05	14.839323
6.465530	0.05	14.833594
6.466364	0.05	14.815234
6.467197	0.05	14.803776
6.468030	0.05	14.770964
6.468864	0.05	14.729557
6.469697	0.05	14.667057
6.470530	0.05	14.584375
6.471364	0.05	14.506901
6.472197	0.05	14.441536
6.473030	0.05	14.405599
6.473864	0.05	14.401563
6.474697	0.05	14.389844
6.475530	0.05	14.357552
6.476364	0.05	14.301953
6.477197	0.05	14.245964
6.478030	0.05	14.205339
6.478864	0.05	14.167839
6.479697	0.05	14.121615
6.480530	0.05	14.042188
6.481364	0.05	13.969010
6.482197	0.05	13.927344
6.483030	0.05	13.933984
6.483864	0.05	13.943620
6.484697	0.05	13.932031
6.485530	0.05	13.915625
6.486364	0.05	13.863542
6.487197	0.05	13.789323
6.488030	0.05	13.689453
6.488864	0.05	13.611719
6.489697	0.05	13.572526
6.490530	0.05	13.545052
6.491364	0.05	13.511719
6.492197	0.05	13.463281
6.493030	0.05	13.436328
6.493864	0.05	13.419271
6.494697	0.05	13.409115
6.495530	0.05	13.366146
6.496364	0.05	13.311328
6.497197	0.05	13.256641
6.498030	0.05	13.225391
6.498864	0.05	13.237240
6.499697	0.05	13.255599
6.500530	0.05	13.238932
6.501364	0.05	13.167448
6.502197	0.05	13.058203
6.503030	0.05	12.935547
6.503864	0.05	12.814193
6.504697	0.05	12.710677
6.505530	0.05	12.666016
6.506364	0.05	12.644531
6.507197	0.05	12.625000
6.508030	0.05	12.589193
6.508864	0.05	12.531380
6.509697	0.05	12.478385
6.510530	0.05	12.419792
6.511364	0.05	12.375130
6.512197	0.05	12.349479
6.513030	0.05	12.339844
6.513864	0.05	12.290755
6.514697	0.05	12.214583
6.515530	0.05	12.136198
6.516364	0.05	12.106120
6.517197	0.05	12.099219
6.518030	0.05	12.093490
6.518864	0.05	12.077214
6.519697	0.05	12.056510
6.520530	0.05	12.027474
6.521364	0.05	12.003125
6.522197	0.05	11.961458
6.523030	0.05	11.901172
6.523864	0.05	11.839714
6.524697	0.05	11.780859
6.525530	0.05	11.735547
6.526364	0.05	11.680599
6.527197	0.05	11.620573
6.528030	0.05	11.555078
6.528864	0.05	11.495443
6.529697	0.05	11.446094
6.530530	0.05	11.400651
6.531364	0.05	11.360286
6.532197	0.05	11.323958
6.533030	0.05	11.286719
6.533864	0.05	11.246224
6.534697	0.05	11.189714
6.535530	0.05	11.132031
6.536364	0.05	11.089193
6.537197	0.05	11.050391
6.538030	0.05	11.007422
6.538864	0.05	10.952865
6.539697	0.05	10.900911
6.540530	0.05	10.849479
6.541364	0.05	10.800651
6.542197	0.05	10.745964
6.543030	0.05	10.682943
6.543864	0.05	10.633333
6.544697	0.05	10.601172
6.545530	0.05	10.584505
6.546364	0.05	10.537500
6.547197	0.05	10.466406
6.548030	0.05	10.394531
6.548864	0.05	10.350781
6.549697	0.05	10.320573
6.550530	0.05	10.304036
6.551364	0.05	10.277995
6.552197	0.05	10.260807
6.553030	0.05	10.240365
6.553864	0.05	10.201172
6.554697	0.05	10.148828
6.555530	0.05	10.084245
6.556364	0.05	10.032552
6.557197	0.05	9.974740
6.558030	0.05	9.910286
6.558864	0.05	9.836589
6.559697	0.05	9.779167
6.560530	0.05	9.752083
6.561364	0.05	9.737891
6.562197	0.05	9.721224
6.563030	0.05	9.669010
6.563864	0.05	9.625651
6.564697	0.05	9.579427
6.565530	0.05	9.544010
6.566364	0.05	9.494661
6.567197	0.05	9.445573
6.568030	0.05	9.407422
6.568864	0.05	9.375391
6.569697	0.05	9.365104
6.570530	0.05	9.345443
6.571364	0.05	9.316406
6.572197	0.05	9.259375
6.573030	0.05	9.197786
6.573864	0.05	9.156250
6.574697	0.05	9.122135
6.575530	0.05	9.083724
6.576364	0.05	9.035547
6.577197	0.05	8.999609
6.578030	0.05	8.968359
6.578864	0.05	8.930859
6.579697	0.05	8.897786
6.580530	0.05	8.852083
6.581364	0.05	8.794271
6.582197	0.05	8.732682
6.583030	0.05	8.695964
6.583864	0.05	8.681250
6.584697	0.05	8.651432
6.585530	0.05	8.629688
6.586364	0.05	8.601953
6.587197	0.05	8.590365
6.588030	0.05	8.541536
6.588864	0.05	8.494792
6.589697	0.05	8.438151
6.590530	0.05	8.397917
6.591364	0.05	8.357422
6.592197	0.05	8.329036
6.593030	0.05	8.307552
6.593864	0.05	8.284245
6.594697	0.05	8.250260
6.595530	0.05	8.217318
6.596364	0.05	8.179948
6.597197	0.05	8.135547
6.598030	0.05	8.086719
6.598864	0.05	8.034115
6.599697	0.05	7.979036
6.600530	0.05	7.926693
6.601364	0.05	7.875260
6.602197	0.05	7.834635
6.603030	0.05	7.805078
6.603864	0.05	7.781380
6.604697	0.05	7.745964
6.605530	0.05	7.699089
6.606364	0.05	7.667318
6.607197	0.05	7.649609
6.608030	0.05	7.639193
6.608864	0.05	7.607031
6.609697	0.05	7.571094
6.610530	0.05	7.526693
6.611364	0.05	7.494141
6.612197	0.05	7.456250
6.613030	0.05	7.413281
6.613864	0.05	7.368620
6.614697	0.05	7.332682
6.615530	0.05	7.305599
6.616364	0.05	7.285417
6.617197	0.05	7.267057
6.618030	0.05	7.232161
6.618864	0.05	7.181510
6.619697	0.05	7.122135
6.620530	0.05	7.073177
6.621364	0.05	7.051823
6.622197	0.05	7.035938
6.623030	0.05	7.011328
6.623864	0.05	6.948698
6.624697	0.05	6.890495
6.625530	0.05	6.854427
6.626364	0.05	6.838281
6.627197	0.05	6.804948
6.628030	0.05	6.754948
6.628864	0.05	6.722005
6.629697	0.05	6.698958
6.630530	0.05	6.682422
6.631364	0.05	6.648958
6.632197	0.05	6.618620
6.633030	0.05	6.597266
6.633864	0.05	6.582813
6.634697	0.05	6.566146
6.635530	0.05	6.544661
6.636364	0.05	6.518880
6.637197	0.05	6.494141
6.638030	0.05	6.465885
6.638864	0.05	6.443229
6.639697	0.05	6.426823
6.640530	0.05	6.405599
6.641364	0.05	6.369922
6.642197	0.05	6.315495
6.643030	0.05	6.267448
6.643864	0.05	6.222005
6.644697	0.05	6.183464
6.645530	0.05	6.149479
6.646364	0.05	6.132292
6.647197	0.05	6.114583
6.648030	0.05	6.089323
6.648864	0.05	6.052734
6.649697	0.05	6.019661
6.650530	0.05	5.983724
6.651364	0.05	5.946094
6.652197	0.05	5.915234
6.653030	0.05	5.881250
6.653864	0.05	5.834635
6.654697	0.05	5.779297
6.655530	0.05	5.745703
6.656364	0.05	5.723307
6.657197	0.05	5.698698
6.658030	0.05	5.666667
6.658864	0.05	5.645182
6.659697	0.05	5.635807
6.660530	0.05	5.622396
6.661364	0.05	5.610026
6.662197	0.05	5.599609
6.663030	0.05	5.585156
6.663864	0.05	5.563672
6.664697	0.05	5.518229
6.665530	0.05	5.471094
6.666364	0.05	5.422526
6.667197	0.05	5.394010
6.668030	0.05	5.374609
6.668864	0.05	5.349219
6.669697	0.05	5.321615
6.670530	0.05	5.294271
6.671364	0.05	5.270964
6.672197	0.05	5.248568
6.673030	0.05	5.213672
6.673864	0.05	5.193359
6.674697	0.05	5.191406
6.675530	0.05	5.197135
6.676364	0.05	5.187891
6.677197	0.05	5.150521
6.678030	0.05	5.113151
6.678864	0.05	5.069792
6.679697	0.05	5.036979
6.680530	0.05	5.016016
6.681364	0.05	5.003516
6.682197	0.05	4.990495
6.683030	0.05	4.969271
6.683864	0.05	4.952865
6.684697	0.05	4.936068
6.685530	0.05	4.910026
6.686364	0.05	4.882552
6.687197	0.05	4.844141
6.688030	0.05	4.811458
6.688864	0.05	4.780990
6.689697	0.05	4.762240
6.690530	0.05	4.735286
6.691364	0.05	4.692448
6.692197	0.05	4.657813
6.693030	0.05	4.647396
6.693864	0.05	4.633073
6.694697	0.05	4.594401
6.695530	0.05	4.539583
6.696364	0.05	4.504818
6.697197	0.05	4.490755
6.698030	0.05	4.479297
6.698864	0.05	4.463802
6.699697	0.05	4.446224
6.700530	0.05	4.431510
6.701364	0.05	4.406250
6.702197	0.05	4.382292
6.703030	0.05	4.360547
6.703864	0.05	4.346354
6.704697	0.05	4.321224
6.705530	0.05	4.283594
6.706364	0.05	4.238672
6.707197	0.05	4.201693
6.708030	0.05	4.169141
6.708864	0.05	4.146484
6.709697	0.05	4.131901
6.710530	0.05	4.119922
6.711364	0.05	4.086068
6.712197	0.05	4.045703
6.713030	0.05	4.003776
6.713864	0.05	3.987630
6.714697	0.05	3.971484
6.715530	0.05	3.950651
6.716364	0.05	3.929688
6.717197	0.05	3.916146
6.718030	0.05	3.911458
6.718864	0.05	3.900260
6.719697	0.05	3.882161
6.720530	0.05	3.867188
6.721364	0.05	3.843099
6.722197	0.05	3.810807
6.723030	0.05	3.775260
6.723864	0.05	3.758724
6.724697	0.05	3.755078
6.725530	0.05	3.747656
6.726364	0.05	3.733984
6.727197	0.05	3.709505
6.728030	0.05	3.677734
6.728864	0.05	3.642057
6.729697	0.05	3.613151
6.730530	0.05	3.591406
6.731364	0.05	3.561458
6.732197	0.05	3.533854
6.733030	0.05	3.513151
6.733864	0.05	3.492318
6.734697	0.05	3.463021
6.735530	0.05	3.436458
6.736364	0.05	3.420833
6.737197	0.05	3.408464
6.738030	0.05	3.376302
6.738864	0.05	3.343229
6.739697	0.05	3.321224
6.740530	0.05	3.321094
6.741364	0.05	3.315755
6.742197	0.05	3.288932
6.743030	0.05	3.250000
6.743864	0.05	3.214063
6.744697	0.05	3.189193
6.745530	0.05	3.171875
6.746364	0.05	3.152083
6.747197	0.05	3.131901
6.748030	0.05	3.103385
6.748864	0.05	3.077604
6.749697	0.05	3.056120
6.750530	0.05	3.038411
6.751364	0.05	3.027083
6.752197	0.05	3.017969
6.753030	0.05	3.004818
6.753864	0.05	2.981771
6.754697	0.05	2.946354
6.755530	0.05	2.915755
6.756364	0.05	2.894401
6.757197	0.05	2.870182
6.758030	0.05	2.835417
6.758864	0.05	2.798828
6.759697	0.05	2.775651
6.760530	0.05	2.768229
6.761364	0.05	2.767708
6.762197	0.05	2.772656
6.763030	0.05	2.779427
6.763864	0.05	2.783073
6.764697	0.05	2.770182
6.765530	0.05	2.735938
6.766364	0.05	2.702995
6.767197	0.05	2.678646
6.768030	0.05	2.666927
6.768864	0.05	2.644271
6.769697	0.05	2.615104
6.770530	0.05	2.595182
6.771364	0.05	2.577083
6.772197	0.05	2.559896
6.773030	0.05	2.529427
6.773864	0.05	2.502344
6.774697	0.05	2.483594
6.775530	0.05	2.471875
6.776364	0.05	2.448438
6.777197	0.05	2.431771
6.778030	0.05	2.403516
6.778864	0.05	2.382031
6.779697	0.05	2.361198
6.780530	0.05	2.353646
6.781364	0.05	2.347656
6.782197	0.05	2.329688
6.783030	0.05	2.308594
6.783864	0.05	2.288281
6.784697	0.05	2.257422
6.785530	0.05	2.234635
6.786364	0.05	2.219401
6.787197	0.05	2.206771
6.788030	0.05	2.194922
6.788864	0.05	2.165104
6.789697	0.05	2.144661
6.790530	0.05	2.134635
6.791364	0.05	2.127474
6.792197	0.05	2.115755
6.793030	0.05	2.085026
6.793864	0.05	2.053646
6.794697	0.05	2.034115
6.795530	0.05	2.009766
6.796364	0.05	1.999479
6.797197	0.05	1.984375
6.798030	0.05	1.967057
6.798864	0.05	1.952214
6.799697	0.05	1.937240
6.800530	0.05	1.927214
6.801364	0.05	1.913411
6.802197	0.05	1.897917
6.803030	0.05	1.888151
6.803864	0.05	1.870052
6.804697	0.05	1.847005
6.805530	0.05	1.827344
6.806364	0.05	1.801042
6.807197	0.05	1.779948
6.808030	0.05	1.757422
6.808864	0.05	1.748958
6.809697	0.05	1.752474
6.810530	0.05	1.750130
6.811364	0.05	1.748958
6.812197	0.05	1.731120
6.813030	0.05	1.702604
6.813864	0.05	1.681901
6.814697	0.05	1.675781
6.815530	0.05	1.678255
6.816364	0.05	1.666927
6.817197	0.05	1.645052
6.818030	0.05	1.629818
6.818864	0.05	1.619141
6.819697	0.05	1.600391
6.820530	0.05	1.584505
6.821364	0.05	1.572917
6.822197	0.05	1.573307
6.823030	0.05	1.576823
6.823864	0.05	1.564193
6.824697	0.05	1.548958
6.825530	0.05	1.520573
6.826364	0.05	1.492318
6.827197	0.05	1.452214
6.828030	0.05	1.417318
6.828864	0.05	1.401302
6.829697	0.05	1.397917
6.830530	0.05	1.393880
6.831364	0.05	1.388021
6.832197	0.05	1.382682
6.833030	0.05	1.384375
6.833864	0.05	1.372656
6.834697	0.05	1.356380
6.835530	0.05	1.331510
6.836364	0.05	1.305599
6.837197	0.05	1.280990
6.838030	0.05	1.247526
6.838864	0.05	1.226823
6.839697	0.05	1.202474
6.840530	0.05	1.185417
6.841364	0.05	1.168750
6.842197	0.05	1.167708
6.843030	0.05	1.170573
6.843864	0.05	1.168229
6.844697	0.05	1.150781
6.845530	0.05	1.130859
6.846364	0.05	1.111328
6.847197	0.05	1.092318
6.848030	0.05	1.065755
6.848864	0.05	1.041927
6.849697	0.05	1.024349
6.850530	0.05	1.018750
6.851364	0.05	1.014323
6.852197	0.05	1.015755
6.853030	0.05	1.012630
6.853864	0.05	0.998568
6.854697	0.05	0.979948
6.855530	0.05	0.962370
6.856364	0.05	0.951693
6.857197	0.05	0.932943
6.858030	0.05	0.918099
6.858864	0.05	0.906380
6.859697	0.05	0.903646
6.860530	0.05	0.891667
6.861364	0.05	0.881250
6.862197	0.05	0.861979
6.863030	0.05	0.851432
6.863864	0.05	0.841927
6.864697	0.05	0.845964
6.865530	0.05	0.851823
6.866364	0.05	0.843620
6.867197	0.05	0.834245
6.868030	0.05	0.815234
6.868864	0.05	0.799479
6.869697	0.05	0.772135
6.870530	0.05	0.749219
6.871364	0.05	0.735807
6.872197	0.05	0.725651
6.873030	0.05	0.713802
6.873864	0.05	0.691276
6.874697	0.05	0.672526
6.875530	0.05	0.661068
6.876364	0.05	0.648307
6.877197	0.05	0.630469
6.878030	0.05	0.617057
6.878864	0.05	0.611068
6.879697	0.05	0.606901
6.880530	0.05	0.594141
6.881364	0.05	0.579557
6.882197	0.05	0.563021
6.883030	0.05	0.543229
6.883864	0.05	0.527344
6.884697	0.05	0.515495
6.885530	0.05	0.504948
6.886364	0.05	0.494010
6.887197	0.05	0.480599
6.888030	0.05	0.466146
6.888864	0.05	0.455859
6.889697	0.05	0.446094
6.890530	0.05	0.437109
6.891364	0.05	0.426042
6.892197	0.05	0.413151
6.893030	0.05	0.400391
6.893864	0.05	0.387109
6.894697	0.05	0.379167
6.895530	0.05	0.373177
6.896364	0.05	0.368229
6.897197	0.05	0.352865
6.898030	0.05	0.335026
6.898864	0.05	0.315495
6.899697	0.05	0.300260
6.900530	0.05	0.287891
6.901364	0.05	0.267708
6.902197	0.05	0.251302
6.903030	0.05	0.230208
6.903864	0.05	0.219661
6.904697	0.05	0.204818
6.905530	0.05	0.190625
6.906364	0.05	0.174219
6.907197	0.05	0.168620
6.908030	0.05	0.168229
6.908864	0.05	0.168750
6.909697	0.05	0.158724
6.910530	0.05	0.140885
6.911364	0.05	0.126693
6.912197	0.05	0.118099
6.913030	0.05	0.117578
6.913864	0.05	0.111719
6.914697	0.05	0.104948
6.915530	0.05	0.095052
6.916364	0.05	0.086068
6.917197	0.05	0.073438
6.918030	0.05	0.062240
6.918864	0.05	0.050391
6.919697	0.05	0.028125
6.920530	0.05	0.023698
6.921364	0.05	0.003906
6.922197	0.05	0.013151
6.923030	0.05	-0.002474
6.923864	0.05	0.002734
6.924697	0.05	-0.020573
6.925530	0.05	-0.029688
6.926364	0.05	-0.047656
6.927197	0.05	-0.045703
6.928030	0.05	-0.059115
6.928864	0.05	-0.068750
6.929697	0.05	-0.086979
6.930530	0.05	-0.101172
6.931364	0.05	-0.108594
6.932197	0.05	-0.122135
6.933030	0.05	-0.128125
6.933864	0.05	-0.144531
6.934697	0.05	-0.151563
6.935530	0.05	-0.157813
6.936364	0.05	-0.156380
6.937197	0.05	-0.161198
6.938030	0.05	-0.167708
6.938864	0.05	-0.185026
6.939697	0.05	-0.194271
6.940530	0.05	-0.210938
6.941364	0.05	-0.223438
6.942197	0.05	-0.241276
6.943030	0.05	-0.256120
6.943864	0.05	-0.266016
6.944697	0.05	-0.262760
6.945530	0.05	-0.262760
6.946364	0.05	-0.262109
6.947197	0.05	-0.267969
6.948030	0.05	-0.269792
6.948864	0.05	-0.280469
6.949697	0.05	-0.303255
6.950530	0.05	-0.329427
6.951364	0.05	-0.338281
6.952197	0.05	-0.339974
6.953030	0.05	-0.340625
6.953864	0.05	-0.348438
6.954697	0.05	-0.362370
6.955530	0.05	-0.369661
6.956364	0.05	-0.379427
6.957197	0.05	-0.386068
6.958030	0.05	-0.396094
6.958864	0.05	-0.409635
6.959697	0.05	-0.429036
6.960530	0.05	-0.435417
6.961364	0.05	-0.448047
6.962197	0.05	-0.436068
6.963030	0.05	-0.443880
6.963864	0.05	-0.445052
6.964697	0.05	-0.459635
6.965530	0.05	-0.476042
6.966364	0.05	-0.491667
6.967197	0.05	-0.506250
6.968030	0.05	-0.514063
6.968864	0.05	-0.518490
6.969697	0.05	-0.538542
6.970530	0.05	-0.552604
6.971364	0.05	-0.561849
6.972197	0.05	-0.563411
6.973030	0.05	-0.571615
6.973864	0.05	-0.583724
6.974697	0.05	-0.595182
6.975530	0.05	-0.601563
6.976364	0.05	-0.609115
6.977197	0.05	-0.613021
6.978030	0.05	-0.622526
6.978864	0.05	-0.638411
6.979697	0.05	-0.647135
6.980530	0.05	-0.651302
6.981364	0.05	-0.646615
6.982197	0.05	-0.636328
6.983030	0.05	-0.630729
6.983864	0.05	-0.633854
6.984697	0.05	-0.651953
6.985530	0.05	-0.665755
6.986364	0.05	-0.674089
6.987197	0.05	-0.681120
6.988030	0.05	-0.685807
6.988864	0.05	-0.694922
6.989697	0.05	-0.713411
6.990530	0.05	-0.712109
6.991364	0.05	-0.719922
6.992197	0.05	-0.709375
6.993030	0.05	-0.716016
6.993864	0.05	-0.728255
6.994697	0.05	-0.738542
6.995530	0.05	-0.757552
6.996364	0.05	-0.770443
6.997197	0.05	-0.773958
6.998030	0.05	-0.786328
6.998864	0.05	-0.788932
6.999697	0.05	-0.794010
7.000530	0.05	-0.807552
7.001364	0.05	-0.794531
7.002197	0.05	-0.812240
7.003030	0.05	-0.804167
7.003864	0.05	-0.817578
7.004697	0.05	-0.830469
7.005530	0.05	-0.835807
7.006364	0.05	-0.847135
7.007197	0.05	-0.843750
7.008030	0.05	-0.844141
7.008864	0.05	-0.851823
7.009697	0.05	-0.849089
7.010530	0.05	-0.851953
7.011364	0.05	-0.855208
7.012197	0.05	-0.861719
7.013030	0.05	-0.881901
7.013864	0.05	-0.887109
7.014697	0.05	-0.898177
7.015530	0.05	-0.900781
7.016364	0.05	-0.905859
7.017197	0.05	-0.915755
7.018030	0.05	-0.924349
7.018864	0.05	-0.938151
7.019697	0.05	-0.950911
7.020530	0.05	-0.961198
7.021364	0.05	-0.969661
7.022197	0.05	-0.976563
7.023030	0.05	-0.980208
7.023864	0.05	-0.992057
7.024697	0.05	-0.997005
7.025530	0.05	-1.003776
7.026364	0.05	-1.004948
7.027197	0.05	-1.010156
7.028030	0.05	-1.021224
7.028864	0.05	-1.021745
7.029697	0.05	-1.019271
7.030530	0.05	-1.021484
7.031364	0.05	-1.032422
7.032197	0.05	-1.050000
7.033030	0.05	-1.057552
7.033864	0.05	-1.067057
7.034697	0.05	-1.074479
7.035530	0.05	-1.086198
7.036364	0.05	-1.097005
7.037197	0.05	-1.109896
7.038030	0.05	-1.112760
7.038864	0.05	-1.116016
7.039697	0.05	-1.120182
7.040530	0.05	-1.136198
7.041364	0.05	-1.143750
7.042197	0.05	-1.146745
7.043030	0.05	-1.150260
7.043864	0.05	-1.156901
7.044697	0.05	-1.165885
7.045530	0.05	-1.179557
7.046364	0.05	-1.192708
7.047197	0.05	-1.202604
7.048030	0.05	-1.205859
7.048864	0.05	-1.208984
7.049697	0.05	-1.216276
7.050530	0.05	-1.224740
7.051364	0.05	-1.233984
7.052197	0.05	-1.239063
7.053030	0.05	-1.240365
7.053864	0.05	-1.248568
7.054697	0.05	-1.254948
7.055530	0.05	-1.259505
7.056364	0.05	-1.261589
7.057197	0.05	-1.263542
7.058030	0.05	-1.264063
7.058864	0.05	-1.266406
7.059697	0.05	-1.273047
7.060530	0.05	-1.287240
7.061364	0.05	-1.294401
7.062197	0.05	-1.301953
7.063030	0.05	-1.313802
7.063864	0.05	-1.328385
7.064697	0.05	-1.342578
7.065530	0.05	-1.343620
7.066364	0.05	-1.344792
7.067197	0.05	-1.347266
7.068030	0.05	-1.351432
7.068864	0.05	-1.357292
7.069697	0.05	-1.365625
7.070530	0.05	-1.375911
7.071364	0.05	-1.381901
7.072197	0.05	-1.383333
7.073030	0.05	-1.382943
7.073864	0.05	-1.390234
7.074697	0.05	-1.395182
7.075530	0.05	-1.402734
7.076364	0.05	-1.406901
7.077197	0.05	-1.409375
7.078030	0.05	-1.412109
7.078864	0.05	-1.412500
7.079697	0.05	-1.418229
7.080530	0.05	-1.425000
7.081364	0.05	-1.432422
7.082197	0.05	-1.438672
7.083030	0.05	-1.442188
7.083864	0.05	-1.446484
7.084697	0.05	-1.453516
